username,screen_name,created_at,retweets,likes,cleaned_text,sentiment
va,marklvena,Mon Apr 28 12:51:33 +0000 2025,0,0,ayoo kaburajadulu,positive
emme,flutterbam,Mon Apr 28 12:33:44 +0000 2025,0,0,iya juga yah doain bisa kaburajadulu,positive
ﾌㄖ乇,JoeHend38603914,Mon Apr 28 12:32:15 +0000 2025,0,0,trik kaburajadulu buat menghindari sidang lagu lama face with tears of joy rolling on the floor laughing face with tears of joy rolling on the floor laughing face with tears of joy,positive
karina — kinda ia🤍,biurluve,Mon Apr 28 12:06:28 +0000 2025,0,0,buruan urus pindah kewarganegaraan by kaburajadulu,neutral
Johnkecops,johnkecops,Mon Apr 28 11:50:05 +0000 2025,0,0,yang mau kaburajadulu jangan ke negara yang manajemen listriknya sama kayak kita yaa perhatikan ketahanan energinya slightly smiling face upsidedown face slightly smiling face,positive
🏔️eferest,mteferest,Mon Apr 28 11:43:35 +0000 2025,0,0,kalau kamu punya dosen yg telah menyelesaikan s2s3 nya di luar negeri kamu sangat di encourage untuk kaburajadulu face savoring food,positive
아미,RyuraKh,Mon Apr 28 11:43:23 +0000 2025,0,1,kesebut juga nama indonesia raya ini pls howl lee culik aj aku dari sini rasanya pgn kaburajadulu face exhaling face exhaling,positive
Erinnn,strxwberin,Mon Apr 28 11:26:32 +0000 2025,0,0,ya allah kado ultahnya bisa kaburajadulu ngga pleading face,positive
Permakulturiyanto Ayo Menampung Air Hujan),nhantrang_tali,Mon Apr 28 08:40:32 +0000 2025,0,0,semakin yakin kaburajadulu,positive
AusInd 🇦🇺🇲🇨,AusIndDaily,Mon Apr 28 08:28:08 +0000 2025,0,2,orang indonesia ini menceritakan berapa penghasilannya sebagai delivery driver makanan di australia hasilnya luar biasa bagaimana pendapat anda kaburajadulu,positive
All Hail 🇵🇸,ganhaseum,Mon Apr 28 08:03:30 +0000 2025,0,0,mau kaburajadulu tp terlalu miskin utk itu haha,positive
Muhammad Akhdan S.R,Muhamma32581907,Mon Apr 28 06:24:52 +0000 2025,0,0,mungkin biar adil pakai juga sudut pandangnya jerman singapura atau jepang sebab negara itu adalah negara yang paling diincar buat kaburajadulu beda dengan amerika serikat yang tidak terlalu banyak diincar,positive
ngeluhdikitya,dianislza,Mon Apr 28 05:39:43 +0000 2025,0,1,pankapan aku mau share cara dapet beasiswa di chulalongkorn university thailand ntr kalo dah balek kerjaa hihi kaburajadulu,neutral
nanad,jusnanad,Mon Apr 28 05:23:27 +0000 2025,0,0,yuk bisa yuk pada kaburajadulu,neutral
sthen,GustinulH67,Mon Apr 28 04:58:58 +0000 2025,0,0,lagi cari cara kaburajadulu,positive
Edward Dickinson,dick76083,Mon Apr 28 04:20:42 +0000 2025,2,6,ini bukan diaspora indo doang semua diaspora asia pada umumnya i mean singapur aja yg negara maju banyak diaspora2nya dendam ama lee kuan yew kok the truth is kalau indo maju itu akan deligitimise kerja keras mereka for a better life untuk pindah ke luar dan kaburajadulu,positive
Edward Dickinson,dick76083,Mon Apr 28 03:57:22 +0000 2025,2,15,mereka itu rasa jijik ama negara sendiri makanya pada saat trend kaburajadulu trending mereka senang koar2 karena itu memvalidasi perasaan mereka bahwa negara kita jelek percaya ama gue diem2 mereka harapkan negara kita hancur karena kalau indo maju mereka gbs enjoy superiority,positive
Rinaldi Malimin,MaliminRinaldi,Mon Apr 28 03:38:17 +0000 2025,0,0,makanya para generasi muda yg berpendidikan tinggi memilih kaburajadulu,positive
MDA,Alamalika,Mon Apr 28 01:55:44 +0000 2025,0,1,demi menghindari persidangan bisa saja memilih menghadiri pemakaman yntkts person running hestek kaburajadulu,neutral
LPK Yoshimura Kroya,lpk_kroya,Mon Apr 28 01:03:12 +0000 2025,0,0,masya alloh alhamdulillah ada kabar baik lagi nih lancar2 dan sukses selalu siswa lpk yoshimura palms up together light skin tone kaburajadulu,negative
KriptoNomad,KriptoNomad,Mon Apr 28 00:33:13 +0000 2025,0,0,emang bener kaburajadulu,positive
made made,kecebongkali_40,Sun Apr 27 23:42:17 +0000 2025,0,0,gagal nyaleg jadi komut setahun pencopotan diduga kuat karena kesaksian kasus terorisme jadi wamen komen asbun kaburajadulu dicuekin staf level bawah skrg komen ngasal pengunduran casn prestasi yg keliatan cuma ketua joman dan praman08,positive
J,JCTedjaKusuma,Sun Apr 27 18:18:44 +0000 2025,0,0,doakan oom aku jg mau kaburajadulu nih semoga bisa nyusul oom deh walaupun bukan ke japan face with hand over mouth,neutral
🌅,slightypuffy,Sun Apr 27 17:47:33 +0000 2025,0,0,muahah dia pemalu nanti ya ku ajak dia ketemu kamu kasih kami tips kaburajadulu ke jerman lewat jalur apa ya rolling on the floor laughing,positive
Ririn,RinIniRin156,Sun Apr 27 17:40:14 +0000 2025,0,0,telurnya sebesar otak anda dear hrd biar anda puas pulangpulang bawa otak isi telur ayam kalo saya mah udah g mo jd karyawan lg klo diwawancara kek gini wkwk kaburajadulu,positive
Ririn,RinIniRin156,Sun Apr 27 17:08:55 +0000 2025,0,0,kudune yo ket ndhisek ngopo gek saiki halune wis bubrah po berdikari kan prinsipnya bung karno pak sori kasar pak aku wis eneg je kaburajadulu,positive
ucok,ucok_johnson,Sun Apr 27 17:05:15 +0000 2025,0,1,tren kaburajadulu juga populer di india wkwk,positive
Ibu Bocils,kahiyangnomu,Sun Apr 27 16:24:42 +0000 2025,0,0,jadi atlit itu mulia kalo diacuhkan negara mending kaburajadulu gak sih,positive
kezia maba feb🇵🇸,joymarito,Sun Apr 27 16:23:01 +0000 2025,0,0,kamu harus negeri banget ya dek gak mau kaburajadulu smiling face with hearts smiling face with hearts smiling face with hearts sabar ya aku kejar ui dulu,negative
Bonbonsov,bonbonsov,Sun Apr 27 16:00:04 +0000 2025,0,0,the one from many reasons behind kaburajadulu adalah the power of ordal adalah segalanya bnyak org yg lebih bertalenta tp gapunya kesempatan malah di digantikan dgn org org yg sangat gak capable di bidangnya,positive
Republicandeist18 🏴‍☠️🚩,republicandeist,Sun Apr 27 15:43:39 +0000 2025,3,32,gw jadi curiga dan ngerasa janggal jangan2 gerakan kaburajadulu ini gak murni gara2 kekesalan sama pemerintah tapi buat melayani ego penjelajahan pemujaan dan pengkultusan negara liberal antek barat,positive
Traveller,Th3Tr4vel3r,Sun Apr 27 15:39:57 +0000 2025,0,1,waduh ini di tag lagi orangnya mending kaburajadulu ah,positive
firman moeis,firmanmoeis,Sun Apr 27 15:35:22 +0000 2025,0,0,sekalian kaburajadulu,positive
⛅️,citrey,Sun Apr 27 15:13:55 +0000 2025,0,0,perawat w lebih memilih kaburajadulu jd kaigo di jepang meninggalkan gw terjebak disini di kabupaten ini loudly crying face,positive
sauri,aguerowife79,Sun Apr 27 15:02:26 +0000 2025,0,1,aku gapapa deh dibandingin sm pau tiap hari asal jadi tetangganya loudly crying face folded hands kaburajadulu face with tears of joy face with tears of joy,positive
MC.,bsullyoon,Sun Apr 27 14:44:57 +0000 2025,0,0,dan yap annyeong pamer kuku kaburajadulu,positive
Maestro Bojonegoro,MaestroBojoneg1,Sun Apr 27 14:40:32 +0000 2025,0,0,jadilah atlet tapi di negri orang kaburajadulu,positive
Edward Dickinson,dick76083,Sun Apr 27 14:27:11 +0000 2025,0,0,org2 afrika yang kek gitu plg udh migrasi keluar kedua di indo tuh merka suka lebih2in contoh pas trensing kaburajadulu banyak yg kaget knp indonesia gak masuk to 10 countries org2 yang migrasi ke luar kan kita bukan negara keadaan pernag kayak afganistan pintar rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,positive
kira puding,wririting,Sun Apr 27 14:09:36 +0000 2025,0,6,mamaru klo disuruh milih mending mana by kaburajadulu dari pak ushi atau by mamaru pilih itu loudly crying face,positive
arsha,taesnyangii,Sun Apr 27 13:57:09 +0000 2025,0,0,mumpung akunnya nganggur soalnya yg di vote udah kaburajadulu smiling face with smiling eyes,negative
Muhammad Rinandar,m_rinandar,Sun Apr 27 13:51:13 +0000 2025,0,2,ormas vs gubernur gaada di negara lain ormas yang se powerfull disini pantes kalo akhirnya banyak investor yang nerapin kaburajadulu sekelas gubernur aja bisa diancem terang2 an person in lotus position,positive
𝕯𝖚𝖗𝖊𝖓,Duren___,Sun Apr 27 13:39:14 +0000 2025,0,12,lagi ikotan hashtag kaburajadulu lurrr kabur dr pn,positive
Jason's Subordinate,AMDSBSC,Sun Apr 27 13:05:57 +0000 2025,0,0,kalo dengan logika berpikir seperti ini berarti kaburajadulu ke ln adalah hal yang tepat dong bukan tidak nasionalis kan kita butuh kerjaan harus mau ditempatkan dimana saja relieved face,positive
Jason's Subordinate,AMDSBSC,Sun Apr 27 13:05:52 +0000 2025,0,0,kalo dengan logika berpikir seperti ini berarti kaburajadulu ke ln adalah hal yang tepat dong bukan tidak nasionalis kan kita butuh kerjaan harus mau ditempatkan dimana saja relieved face,positive
wooca,caawon,Sun Apr 27 12:08:35 +0000 2025,0,0,xiixixixixixi kaburajadulu,positive
pie susu,hanikyzy,Sun Apr 27 11:54:14 +0000 2025,0,0,waaah lama ga tau kabar kak jul tetiba dah sampe jepun aja oke juga kayanya ikut kaburajadulu,positive
Leo SDBTR,orang_batax,Sun Apr 27 11:45:24 +0000 2025,0,8,yg iyanya prabowo mau menyelamatkan muka jowowi yg sedang menghadapi tuntutan hukum mulai dari esemka samphe ijazah nya yg gak jelas smirking face jadi disuruh kaburajadulu sama prabowo sebentar face with hand over mouth,positive
"Al, kades Cialter",sonofabytes,Sun Apr 27 11:34:10 +0000 2025,0,0,terus pake sok sokan bingung kaburajadulu,positive
𓃹,fusciua,Sun Apr 27 11:25:10 +0000 2025,0,0,eh sumpah iri bgt auntyku bisa kaburajadulu nyusul her girlfriend ke jerman loudly crying face,negative
AR,AmakRimbak_,Sun Apr 27 10:46:37 +0000 2025,0,1,itu namanya kaburajadulu face with raised eyebrow,positive
MyName,LennaLenno,Sun Apr 27 10:40:50 +0000 2025,0,1,bukan bermaksud underestimate temen2 yg kemaren pada bangga bgt sama kaburajadulu sama yg pada pamer pindah citizen kasihan ih gak bisa nonton jumbo grinning squinting face grinning squinting face keren banget tau gak kayak kata pandji kita boleh pede film jumbo disodorin ke oscar,positive
mamang_opik Reborn,MamangReborn,Sun Apr 27 10:25:07 +0000 2025,0,1,kaburajadulu bisa2 smp 30 april nih,positive
gisel🍫,starzfay,Sun Apr 27 09:38:50 +0000 2025,0,10,kaburajadulu tp nanti balik lagi,neutral
adit²⁵ jadi rabraw,MantaRayRampage,Sun Apr 27 09:07:44 +0000 2025,0,0,mi ayam sampe mati kadang aku mikir kalo aku kaburajadulu ntar nyari mi ayam di mana,positive
wa bagas,casadoteknik,Sun Apr 27 08:32:23 +0000 2025,0,0,kak lu gamau bikin seminar tips and trick dapet cowo bule kah kaburajadulu,neutral
𝕭 𝕺 𝕸 𝕭 𝕰 𝕽 Ⓣⓜ,PenculikBangsat,Sun Apr 27 08:25:39 +0000 2025,0,5,saking hormat nya sampai beliau kaburajadulu ke yordania face with hand over mouth rolling on the floor laughing rolling on the floor laughing,positive
Yotsuha,4ytsh,Sun Apr 27 07:43:13 +0000 2025,0,0,kapan ya bisa join kaburajadulu,neutral
CrackersMentah📜🎼🐱💄🦚👁️‍🗨️⏳🧟‍♀️🔮,ReimuCxre,Sun Apr 27 07:29:54 +0000 2025,0,1,kaburajadulu dari hakim,positive
A. Zaky,zakyarin97,Sun Apr 27 06:23:08 +0000 2025,0,0,faktorfaktor ini secara kombinatif membuat prospek kaburajadulu di australia walau tidak sepenuhnya tertutup menjadi lebih sulit,positive
Ekky Erdiansyah,ekky1995,Sun Apr 27 06:16:44 +0000 2025,1,3,kubu kaburajadulu,positive
Republicandeist18 🏴‍☠️🚩,republicandeist,Sun Apr 27 05:53:13 +0000 2025,0,4,gak papa kan yang penting kaburajadulu pake jalur manapun gak masalah asalkan status bukan wni lagi karena pemerintahan indo jelek menurut standar mereka,positive
Rumi,ledekrepp,Sun Apr 27 05:14:36 +0000 2025,0,30,tapi pilihan yg tepat kaburajadulu,neutral
a rockstar dawg,rockatstar,Sun Apr 27 05:03:42 +0000 2025,0,0,si elio kek seneng banget tuh kaburajadulu,positive
A. Zaky,zakyarin97,Sun Apr 27 04:55:18 +0000 2025,4,18,dalam satu kandungan utas saya yang sempat ramai suatu masa lalu saya menyebut soal australia yang merupakan salah satu negara yang cukup baik untuk jadi tujuan kaburajadulu setelah meninjau kembali sikon terkini disana saya harus menyatakan sayangnya tidak lagi kenapa,neutral
🪖REST,blushuma,Sun Apr 27 04:42:10 +0000 2025,0,0,najis banget minggu gue masih ngurus kerjaan siapa bilang jadi anak yang punya toko enak wkwkwk mauk kaburajadulu loudly crying face loudly crying face loudly crying face,positive
♥️,goodqualitypict,Sun Apr 27 04:36:30 +0000 2025,0,1,jadi inget punya prompt jeongbin local au jeonghyeon namanya jadi jeremiah iyah kresten lagi terus bibin namanya abyan mereka sama2 lagi kaburajadulu kuliah di ln kayaknya gue dulu nulisnya di yale university deh trs ketemu grgr project trs yaudah jd naksir,neutral
DCN,dedoycahoy,Sun Apr 27 03:39:50 +0000 2025,0,0,ternyata owner sebelumnya udah kaburajadulu,positive
Slow Blue Love U Too!,slowblueloveu2,Sun Apr 27 03:16:02 +0000 2025,0,0,ya gimana ya kak jangan kata artes luar sama warganya sendiri jg ud banyak mau diskip smiling face with tear kaburajadulu,positive
Rizqita Eqie 🇮🇩,eqie_rizqita,Sun Apr 27 03:12:15 +0000 2025,0,0,halah nyocot fufufafa rolling on the floor laughing pdhl yg mengekploitasi hasil sda mereka aja demi kekayaan pribadi amp keluarganya kalau misal sda merata pembagiannya indonesia udah maju kali amp masyarakat sejahtera tapi skrg sejahtera gak gak kan face with tears of joy yg ada pada kaburajadulu,positive
R.,ryeoooun,Sun Apr 27 03:06:39 +0000 2025,0,0,belum kaburajadulu,positive
Farchan Noor Rachman,efenerr,Sun Apr 27 02:17:56 +0000 2025,0,2,kaburajadulu mas daripada marah2,positive
Schloss,Schlossthe6,Sun Apr 27 02:16:28 +0000 2025,0,0,kenapa mesti pak jokowi min yg di kirim kan sedang ada kasus di pn surakarta yg lain emang pd kemana kaburajadulu,positive
MataHari,djumelan,Sun Apr 27 01:09:46 +0000 2025,0,0,padahal ada sidang yg harus dihadiri di solo kaburajadulu,positive
böna 🇵🇸,bon_bonaaa,Sun Apr 27 00:53:51 +0000 2025,0,0,slow morning sunday in kl in a deeper level ga perlu sosialisasi sama tetangga ga perlu dateng ke acara keluarga ga perlu rusuh harus mampir kesana kemari kalo weekend ga rungsing kaya di jakarta kaburajadulu emg sweet escapenya antisocial kaya gw wkwkwk,negative
LUVi,milkposionblue,Sat Apr 26 23:40:07 +0000 2025,0,0,mamah mau kerja di luar negeri kaburajadulu wkwk,positive
Semutitem,runaway8678,Sat Apr 26 21:55:08 +0000 2025,0,15,sidang gugatan ijazahnya dh dibuka kaburajadulu wkwkwkkw,positive
🍎,fleurbi,Sat Apr 26 20:53:15 +0000 2025,0,0,gk ada yg gratis sorry yah in this economy kaburajadulu,positive
🍉𝕀𝕔𝕠𝕟𝕚𝕒⭕️ℙ𝕚𝕣𝕒𝕥𝕖𝕏𝕀𝔻🍉,Iconman221,Sat Apr 26 19:35:30 +0000 2025,0,1,sekalian kaburajadulu kissing face with closed eyes rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,positive
Santap!,JacBrildrill,Sat Apr 26 17:56:16 +0000 2025,0,0,ada isyarat pingin keluar negeri gaksih rill kaburajadulu,positive
🌹,dessuchan,Sat Apr 26 17:37:30 +0000 2025,0,0,hundred points asah bahasa dan skill lalu kaburajadulu,negative
Alam,declusei,Sat Apr 26 16:37:28 +0000 2025,0,0,pada ngasih kerjaan jadi mending kaburajadulu,positive
Dr. Nov🍉,muhamaddaffari2,Sat Apr 26 15:58:24 +0000 2025,0,0,gua pendukung pemutusan pembodohan terhadap pemerintah mendukung indira grad untuk masuk kuliah keputusan indira tepat menjadi kaburajadulu itu relate untuk semua kelas dan society,positive
ユディ,yudhiiiiiii,Sat Apr 26 15:31:54 +0000 2025,0,0,bener banget lagi mba hahaha kalau kerjanya remote sih gapapa banget head shaking vertically yuk bisa usahain kaburajadulu syukursyukur dapet pr rolling on the floor laughing,negative
🦈Hiu 🦈,Hiugundul,Sat Apr 26 15:24:56 +0000 2025,0,0,ooh sekalian kaburajadulu grinning face,positive
reCietel,RecietelBoy,Sat Apr 26 15:20:30 +0000 2025,0,1,jadi inget tagar kaburajadulu,positive
AZ~,anshari09,Sat Apr 26 14:47:46 +0000 2025,0,0,kaburajadulu lah biar kekejar grinning face with sweat,positive
sallie,sylvergale,Sat Apr 26 14:46:41 +0000 2025,0,0,kerja di jepang doi by gas ga sih biar jalur cepat kaburajadulu,positive
vazaa,trilingualll,Sat Apr 26 14:44:37 +0000 2025,0,0,wkwkw ya serius jg gpp loudly crying face siapatau masuk kaburajadulu,positive
ًً,juihngwoo,Sat Apr 26 14:29:57 +0000 2025,0,0,semakin di refresh semakin keliatan update baru kaburajadulu ahh moment,positive
リン,imreader_s,Sat Apr 26 14:25:12 +0000 2025,0,0,the real ortu mendukung anaknya untuk kaburajadulu in this situation,positive
wi___wi___wi,iniarunaw,Sat Apr 26 14:16:35 +0000 2025,0,0,h7 menuju solo trip ke salah satu negara yg jadi wishlist gue bismillah lancar tutorial kaburajadulu,negative
Bunda Untung Syekali,wowbundauntung,Sat Apr 26 13:47:33 +0000 2025,0,0,pantesan ada trend hashtag kaburajadulu kemarin viral,positive
arsha,taesnyangii,Sat Apr 26 13:23:56 +0000 2025,0,0,contoh semut yang udah siap kaburajadulu,positive
🦈Hiu 🦈,Hiugundul,Sat Apr 26 13:16:00 +0000 2025,0,0,hahaaa grinning face grinning face grinning face dulu sok2an nentang tagar kaburajadulu skrg ngebelain yg kaburajadulu dgn mudahnya ngegoblok2in org face with tears of joy face with tears of joy face with tears of joy dasar guoblog kau double exclamation mark zany face,positive
🐩,sanlovelabs,Sat Apr 26 13:14:40 +0000 2025,0,0,yang pasti harus kaburajadulu,positive
RistaFuji,RistaFuji,Sat Apr 26 13:11:42 +0000 2025,0,0,apakah ini saatnya untuk kaburajadulu starstruck,positive
HW @TAJ02HYUNWOOK,TAJ98BOO,Sat Apr 26 12:43:03 +0000 2025,0,0,udah pasti milih kaburajadulu wkwkwkwk,positive
Gabriel Gani,GabriellGany,Sat Apr 26 12:34:38 +0000 2025,0,0,ada orang yg make hastag kaburajadulu,positive
Indosat Oreeo ™,indosatoreeo,Sat Apr 26 12:32:42 +0000 2025,0,1,aaaaaaa mau ikutan kegiatan life after break up ku adalah kaburajadulu meskipun awalnya mau kabur bersama beaming face with smiling eyes so far nyari kegiatan yang benerbener banyak dari pagi sampai malem till badan kecapean dan ketiduran bangun repeat sampai sembuh sendiri,negative
Fatimah azzahra.⚘️,inang123__,Sat Apr 26 12:18:12 +0000 2025,0,3,oh iya keknya kmarin ada yg katanya sihmau datang nunjukin ijazah asli grinning face with sweat eeh malah dengar kabar kaburajadulu,positive
Muhammad Syahdila Pahlevi,_waynesyahdila,Sat Apr 26 12:02:12 +0000 2025,0,0,pengen kaburajadulu wkwk,positive
TARA,jelajahnya,Sat Apr 26 11:44:26 +0000 2025,0,0,kan katanya kita mau kaburajadulu jadi harus semangat ya sayang bonus kalo nikah sama aku bakal aku urusin seumur hidup dijamin kamu seneng abis ini cium aku,negative
dit_RI,DitriRizki_D3,Sat Apr 26 11:31:15 +0000 2025,0,2,bu ingin tahu dia ikut pulang atau ikutan kaburajadulu,positive
Algani,Algani93148,Sat Apr 26 10:53:57 +0000 2025,0,0,kayanya para crocheter harus ramein hashtag kaburajadulu jual hasil handmade di wakanda ga bangettt,positive
Nai🐠🏄🏻‍♀️,blackbo0ts,Sat Apr 26 10:51:03 +0000 2025,0,0,dahlahh paling bener beli koperrr kaburajadulu,positive
si,yahsofi,Sat Apr 26 10:34:13 +0000 2025,0,0,kaburajadulu tp kenapa ku msh mau milih indo yak loudly crying face buka usaha di indo bisa memperkerjakan org bantu org deket dgn ortu suami solat bs 5 waktu di masjid ga ada winter depression jam solat ga brubah parah ahh ya allah bawa kami dimana kami bs lbh dekat dgn mu palms up together,negative
Manda!,delightedIy,Sat Apr 26 10:26:15 +0000 2025,0,0,saranku gausah kaburajadulu,positive
andra julian,andrajulian26,Sat Apr 26 10:25:08 +0000 2025,0,1,cukup di balas dengan tagar kaburajadulu,positive
liaa,liaasister,Sat Apr 26 10:22:22 +0000 2025,0,0,haha akhirnya ikut trend kaburajadulu grinning face with smiling eyes person facepalming,positive
rolexz_55,rolexz_55,Sat Apr 26 10:01:11 +0000 2025,0,0,seruu bnget minn kaburajadulu ke aussie face with hand over mouth,positive
mamang_opik Reborn,MamangReborn,Sat Apr 26 08:43:47 +0000 2025,0,0,kaburajadulu sampai tgl 30 april,neutral
JUNGSU.,jugesu,Sat Apr 26 07:51:32 +0000 2025,0,0,minat banget nanti mengiringi aespa nyanyi armageddon versi band emang udah waktunya kehidupan kita dipimpin etuw biar bisa kaburajadulu selamanya,negative
Sumarsono Sudarto,Maskulinitas_ID,Sat Apr 26 07:46:29 +0000 2025,0,0,ya udah kaburajadulu,positive
Ence,ence_dwi,Sat Apr 26 06:56:34 +0000 2025,0,0,kemampuan bahasa inggrisku utk mengikuti movement kaburajadulu,neutral
bukan ustad velix,ae_velix,Sat Apr 26 06:30:16 +0000 2025,0,0,eh kan j word off to vatican yhh berarti dia kaburajadulu,positive
Stanislaus J. Pinasthika,iam__stanis,Sat Apr 26 06:02:19 +0000 2025,2,7,kalo sama rakyat sendiri disuruh apaapa sendiri tanem cabe sendiri mikir sendiri kena efisiensi juga cari solusi sendiri kenapa sama negara lain begitu loyal apa perlu kami jadi rakyat fiji dulu baru dapat kebaikan pemerintah indonesia berarti kaburajadulu itu bener dong,positive
stecu stecu🤐😝,steccuuu,Sat Apr 26 05:51:00 +0000 2025,0,0,beaming face with smiling eyes grinning squinting face rolling on the floor laughing face with tears of joy face with tears of joy face with tears of joy makanya kaburajadulu,positive
🦊 엔데 🍀,YoungKHyunDay,Sat Apr 26 05:46:54 +0000 2025,0,0,i see lg nyari2 info buat kaburajadulu kak hahaha madesu bgt jd wni hr gini smiling face with tear klo misalnya ntar aku butuh info2 blh tanya2 kk nya gak,positive
LPK Yoshimura Kroya,lpk_kroya,Sat Apr 26 04:28:05 +0000 2025,0,0,otw jadi idaman nih bos relieved face kaburajadulu,negative
ִ ࣪ ⛥˙,isbamtori,Sat Apr 26 03:37:10 +0000 2025,1,0,kalo tetap kayak gitu nanti 10 tahun kedepan bukan kaburajadulu tapi malah,positive
Ardn,Babatmentai,Sat Apr 26 03:02:03 +0000 2025,0,0,salah satu alasan suatu hari akan kaburajadulu,positive
nandi,nandiwardhana81,Sat Apr 26 02:56:21 +0000 2025,0,0,kaburajadulu sambil menikmati kelezatan pizza dan pasta,positive
lagi gendong Oi,juurinomono,Sat Apr 26 02:39:08 +0000 2025,0,0,kaburajadulu face with hand over mouth face with hand over mouth face with hand over mouth tolol wiwiw,positive
nev!,devvjsu,Sat Apr 26 02:34:05 +0000 2025,1,1,ga sabar lulus trs kaburajadulu,positive
Signee.,dotsignee,Sat Apr 26 02:33:08 +0000 2025,0,0,kayaknya aku lebih kepo mau loker aja nder maaff malah ke sana arahnya kok sepertinya akan lebih makmur dari indoooo spill nder loudly crying face loudly crying face mau kaburajadulu,positive
underhousearrest | suaminya sakura haruno 🌸,hakkanotogame9_,Sat Apr 26 02:30:48 +0000 2025,0,0,yup udah kaburajadulu ke jepang gw bye waving hand waving hand waving hand,positive
ARAA°🐈‍⬛🌽| Helium🎈,moodnjay,Sat Apr 26 02:27:31 +0000 2025,0,0,kaburajadulu kita kemana mau kemana,positive
ً ᓚ₍⑅^..^₎,ovenkaveh,Sat Apr 26 01:45:43 +0000 2025,0,0,pgn mext tp gbisa bahasa jepang trus gw jg masih ada kuliah di sini loudly crying face loudly crying face pgn bgt kaburajadulu,positive
이,Jovgwon,Sat Apr 26 01:40:12 +0000 2025,0,0,gua kan kaburajadulu dari lahir bang,positive
♤ONLYFUN♧,Inienooo,Sat Apr 26 01:40:07 +0000 2025,0,0,kaburajadulu kan bukan sekonyong2 kabur gitu aja lagian ngapain dia mempertanyakan siapa yg ngelola kekayaan amp budaya itu mah kan tugas negarapun melestarikan budaya negara kita sendiri melestarikan budaya sendiri di negara orang kan bisa juga banyak cara kok tenang hahah,positive
Olie,xioliexiolie,Sat Apr 26 01:22:26 +0000 2025,0,0,cuma buat yg kenal orang dalam sk berlaku kaburajadulu,neutral
Ided Gembrenk,Gembrenkculun,Fri Apr 25 23:48:55 +0000 2025,0,0,gassssssspooooooooooool gak usah pake rem kaburajadulu kaburajadulu kaburajadulu kaburajadulu kaburajadulu,positive
🇮🇩 Save Indonesia 🇮🇩,ichl4,Fri Apr 25 23:31:29 +0000 2025,0,0,skenario kaburajadulu sedang dipersiapkan sambil melihat situasi kasus ijazah apakah dapat dikendalikan atau tidak belajar dari kasus yaqut yang diutus keluar negeri setelah reda dia nongol di banyumas besarma mentri,positive
Schloss,Schlossthe6,Fri Apr 25 23:08:02 +0000 2025,0,1,jongos pendukung ijazah palsu ini ges bilang bos lu jantan dong hadir di persidangan jangan kaburajadulu,positive
Revi Yulidha Putra,Reviputr,Fri Apr 25 23:07:47 +0000 2025,0,0,kuliah s2 hukum ke ln lulus duit sisa ya simpen kerja di ln netap disana hasilin duit lebih kyk pas di awal misale sek ekspektasi ngimpi sek ae gaopo kan opo iki termasuk rencana kaburajadulu,positive
Schloss,Schlossthe6,Fri Apr 25 22:44:12 +0000 2025,0,0,paham ya ges kaburajadulu,positive
Nusa Tosofu Putera,NusaTosofu45352,Fri Apr 25 21:53:43 +0000 2025,0,0,ini rada dungu rada stress dan rakus mulyono selalu halusinasi teknologi kayu dari universitas gendong monyet disingkat ir drs dr mulyono sh tkugm kaburajadulu,positive
Sabrina,MomasCeline,Fri Apr 25 21:37:27 +0000 2025,0,2,kalah bersaing dimana maksudnya lo pikir semua profil yg kaburajadulu itu terbatas di blue collar ya kl di sektor white collar justru orang2 yg pinter dan punya privilege lebih yg bisa kabur ke luar negeri udah menang bersaing sejak di negara sendiri,positive
Asep berlian,asep_berlian837,Fri Apr 25 21:21:22 +0000 2025,0,0,agendanya ditambah supaya pulangnya lebih lama kaburajadulu,positive
ils 🐰,ilseashells,Fri Apr 25 17:27:03 +0000 2025,0,13,my very last post abt ritsumeikan apu til next time japan white heart okkkk byebye aku akan move on bye japan kaburajadulu nya s2 ajayaaa pouting cat heart hands light skin tone heart hands light skin tone fyi beasiswa dan univnyaa ga aku ambil karena setelah dihitunghitung 50 itu masih terlalu mahaaaal dan yap,positive
J,JCTedjaKusuma,Fri Apr 25 16:50:08 +0000 2025,0,0,yuk kaburajadulu hahaha kemana yaa enaknya oom thinking face,neutral
R 🦇🔊,agro5d,Fri Apr 25 16:46:48 +0000 2025,4,57,lulus ujian tertulis private pilot di la flushed face masih ada ujian prakteknya checkride buat yang mau kaburajadulu bisa nanti numpang naik piper warrior atau cessna,neutral
🦈Hiu 🦈,Hiugundul,Fri Apr 25 16:43:33 +0000 2025,3,9,haha face with tears of joy face with tears of joy akhirnya tagar kaburajadulu terjadi juga face with hand over mouth,positive
chapaww,solidchyt,Fri Apr 25 16:04:21 +0000 2025,0,0,gabisaa soalnya kaburnya kejauhan kaburajadulu,positive
Pierre Camille,pierrecamillee,Fri Apr 25 15:58:33 +0000 2025,0,2,susah kak soalnya lagi kaburajadulu face with hand over mouth beaming face with smiling eyes,neutral
nandi,nandiwardhana81,Fri Apr 25 15:51:07 +0000 2025,0,0,mungkin kaburajadulu,positive
